epoch,iter,lossG,lossGfwd,lossGadv,lossD,lossDadv-org,lossDadv-gen,lossDadv-mix,SSIM,PSNR,LPIPS,HistW
668,334500,1.276734,0.371171,-0.905563,2.001230,0.095602,1.905614,1.905642,0.000000,0.000000,0.000000,0.000000
669,335000,1.284233,0.378225,-0.906008,2.000210,0.094160,1.906039,1.906062,0.000000,0.000000,0.000000,0.000000
670,335500,1.279605,0.372707,-0.906898,1.998925,0.092596,1.906320,1.906337,0.998191,52.994533,0.014947,0.070129
671,336000,1.282439,0.375665,-0.906773,1.998823,0.092498,1.906302,1.906348,0.000000,0.000000,0.000000,0.000000
672,336500,1.270176,0.362856,-0.907320,1.998401,0.092079,1.906330,1.906315,0.000000,0.000000,0.000000,0.000000
673,337000,1.273284,0.366417,-0.906867,1.999007,0.092686,1.906328,1.906314,0.000000,0.000000,0.000000,0.000000
674,337500,1.274276,0.366143,-0.908133,1.997812,0.091432,1.906367,1.906394,0.000000,0.000000,0.000000,0.000000
675,338000,1.286337,0.375899,-0.910438,1.996510,0.089763,1.906786,1.906707,0.998146,52.387719,0.016058,0.070211
676,338500,1.289651,0.377323,-0.912328,1.997505,0.088267,1.909285,1.909190,0.000000,0.000000,0.000000,0.000000
677,339000,1.303333,0.385965,-0.917367,1.999278,0.082779,1.916264,1.916735,0.000000,0.000000,0.000000,0.000000
678,339500,1.292121,0.372363,-0.919758,1.999911,0.080549,1.919370,1.919352,0.000000,0.000000,0.000000,0.000000
679,340000,1.296787,0.378889,-0.917898,1.999088,0.082295,1.916574,1.917010,0.000000,0.000000,0.000000,0.000000
680,340500,1.287441,0.370879,-0.916562,1.998922,0.083086,1.915768,1.915904,0.998245,52.036835,0.014896,0.070357
681,341000,1.290147,0.370717,-0.919430,1.999953,0.081006,1.919059,1.918834,0.000000,0.000000,0.000000,0.000000
682,341500,1.288433,0.367597,-0.920836,2.001321,0.079482,1.921783,1.921895,0.000000,0.000000,0.000000,0.000000
683,342000,1.287876,0.370853,-0.917023,2.003840,0.082854,1.921069,1.920902,0.000000,0.000000,0.000000,0.000000
684,342500,1.289882,0.372460,-0.917422,2.003524,0.082408,1.921152,1.921080,0.000000,0.000000,0.000000,0.000000
685,343000,1.292735,0.374118,-0.918617,2.002912,0.081703,1.921199,1.921217,0.998233,52.104029,0.015891,0.070112
686,343500,1.300580,0.379392,-0.921188,2.001615,0.079709,1.921910,1.921902,0.000000,0.000000,0.000000,0.000000
687,344000,1.303625,0.381625,-0.922000,2.000132,0.078186,1.921941,1.921952,0.000000,0.000000,0.000000,0.000000
688,344500,1.303259,0.380962,-0.922297,1.999162,0.077217,1.921942,1.921949,0.000000,0.000000,0.000000,0.000000
689,345000,1.293311,0.370694,-0.922617,1.998601,0.076643,1.921958,1.921958,0.000000,0.000000,0.000000,0.000000
690,345500,1.286616,0.364038,-0.922578,1.998714,0.076770,1.921947,1.921942,0.998245,52.445189,0.016416,0.069869
691,346000,1.287019,0.364816,-0.922203,1.998762,0.076838,1.921924,1.921924,0.000000,0.000000,0.000000,0.000000
692,346500,1.303346,0.379666,-0.923680,1.997683,0.075745,1.921937,1.921939,0.000000,0.000000,0.000000,0.000000
693,347000,1.298501,0.373603,-0.924898,1.996692,0.074728,1.921961,1.921965,0.000000,0.000000,0.000000,0.000000
694,347500,1.298637,0.373973,-0.924664,1.996784,0.074775,1.921993,1.922025,0.000000,0.000000,0.000000,0.000000
695,348000,1.291485,0.365345,-0.926141,1.997335,0.073921,1.923610,1.923218,0.998264,51.955916,0.014843,0.069496
696,348500,1.293729,0.366510,-0.927219,1.997394,0.073340,1.924201,1.923907,0.000000,0.000000,0.000000,0.000000
697,349000,1.319176,0.390215,-0.928961,1.998768,0.071267,1.927571,1.927431,0.000000,0.000000,0.000000,0.000000
698,349500,1.293096,0.362549,-0.930547,1.999128,0.069110,1.930004,1.930031,0.000000,0.000000,0.000000,0.000000
699,350000,1.302116,0.367679,-0.934438,1.999967,0.065947,1.934074,1.933967,0.000000,0.000000,0.000000,0.000000
700,350500,1.309907,0.375086,-0.934820,2.000046,0.065652,1.934239,1.934551,0.998232,52.147122,0.014973,0.069394
701,351000,1.306727,0.369836,-0.936891,2.000107,0.063763,1.936188,1.936499,0.000000,0.000000,0.000000,0.000000
702,351500,1.299178,0.361272,-0.937906,1.999363,0.061841,1.937524,1.937519,0.000000,0.000000,0.000000,0.000000
703,352000,1.302991,0.364835,-0.938156,1.998896,0.061283,1.937635,1.937591,0.000000,0.000000,0.000000,0.000000
704,352500,1.314030,0.374890,-0.939141,1.998041,0.060231,1.937815,1.937804,0.000000,0.000000,0.000000,0.000000
705,353000,1.304018,0.360713,-0.943305,1.997129,0.057161,1.939831,1.940105,0.998241,53.279150,0.014998,0.070795
706,353500,1.312088,0.366877,-0.945211,2.000311,0.055044,1.945481,1.945052,0.000000,0.000000,0.000000,0.000000
707,354000,1.307545,0.362740,-0.944805,1.999373,0.055788,1.943480,1.943691,0.000000,0.000000,0.000000,0.000000
708,354500,1.313261,0.367902,-0.945359,1.999850,0.054516,1.945211,1.945457,0.000000,0.000000,0.000000,0.000000
709,355000,1.310433,0.365621,-0.944813,2.000652,0.055483,1.945170,1.945167,0.000000,0.000000,0.000000,0.000000
710,355500,1.316909,0.370987,-0.945922,1.999349,0.053810,1.945610,1.945468,0.998275,52.584822,0.015012,0.069768
711,356000,1.304595,0.356392,-0.948203,2.000160,0.051519,1.948580,1.948703,0.000000,0.000000,0.000000,0.000000
712,356500,1.324031,0.372406,-0.951625,2.001584,0.049269,1.952229,1.952402,0.000000,0.000000,0.000000,0.000000
713,357000,1.322068,0.369748,-0.952320,2.001403,0.048241,1.953183,1.953140,0.000000,0.000000,0.000000,0.000000
714,357500,1.326651,0.373393,-0.953258,1.999842,0.046634,1.953208,1.953207,0.000000,0.000000,0.000000,0.000000
715,358000,1.320552,0.366177,-0.954375,1.998104,0.044866,1.953244,1.953233,0.998272,53.108456,0.015121,0.070641
716,358500,1.321266,0.363735,-0.957531,1.996785,0.042788,1.954013,1.953981,0.000000,0.000000,0.000000,0.000000
717,359000,1.328501,0.369212,-0.959289,1.998598,0.041378,1.957222,1.957219,0.000000,0.000000,0.000000,0.000000
718,359500,1.333835,0.373710,-0.960125,1.999981,0.040670,1.959211,1.959412,0.000000,0.000000,0.000000,0.000000
719,360000,1.329657,0.369204,-0.960453,1.999696,0.039525,1.960143,1.960199,0.000000,0.000000,0.000000,0.000000
720,360500,1.325128,0.362112,-0.963016,2.000754,0.036628,1.964145,1.964107,0.998241,52.403161,0.014746,0.070158
721,361000,1.342264,0.374827,-0.967437,2.001766,0.033380,1.968329,1.968443,0.000000,0.000000,0.000000,0.000000
722,361500,1.356670,0.387475,-0.969195,1.999343,0.030513,1.968821,1.968840,0.000000,0.000000,0.000000,0.000000
723,362000,1.336981,0.367527,-0.969453,1.998842,0.030008,1.968835,1.968833,0.000000,0.000000,0.000000,0.000000
724,362500,1.328286,0.357841,-0.970445,1.997987,0.029086,1.968862,1.968939,0.000000,0.000000,0.000000,0.000000
725,363000,1.333838,0.362541,-0.971297,1.997166,0.028117,1.969108,1.968991,0.998285,52.619839,0.015206,0.070199
726,363500,1.338949,0.364628,-0.974320,1.996814,0.026452,1.970489,1.970234,0.000000,0.000000,0.000000,0.000000
727,364000,1.339364,0.364598,-0.974766,1.996254,0.025892,1.970374,1.970351,0.000000,0.000000,0.000000,0.000000
728,364500,1.340791,0.367775,-0.973016,1.996862,0.027152,1.969834,1.969587,0.000000,0.000000,0.000000,0.000000
729,365000,1.349204,0.376462,-0.972742,1.997036,0.027363,1.969593,1.969754,0.000000,0.000000,0.000000,0.000000
730,365500,1.343102,0.368845,-0.974258,1.996595,0.026136,1.970476,1.970442,0.998236,52.283494,0.014850,0.070386
731,366000,1.343930,0.366805,-0.977125,1.999212,0.022239,1.976914,1.977033,0.000000,0.000000,0.000000,0.000000
732,366500,1.338470,0.360860,-0.977609,1.998754,0.021551,1.977180,1.977226,0.000000,0.000000,0.000000,0.000000
733,367000,1.352147,0.374358,-0.977789,1.999239,0.021293,1.978031,1.977861,0.000000,0.000000,0.000000,0.000000
734,367500,1.334824,0.357605,-0.977219,1.999160,0.021784,1.977467,1.977287,0.000000,0.000000,0.000000,0.000000
735,368000,1.338977,0.361204,-0.977773,1.999102,0.021443,1.977674,1.977643,0.998269,53.046930,0.015120,0.070683
736,368500,1.351090,0.369879,-0.981211,1.998616,0.019077,1.979407,1.979670,0.000000,0.000000,0.000000,0.000000
737,369000,1.347818,0.366022,-0.981797,1.998895,0.018872,1.980244,1.979803,0.000000,0.000000,0.000000,0.000000
738,369500,1.347703,0.365672,-0.982031,1.999323,0.018605,1.980845,1.980592,0.000000,0.000000,0.000000,0.000000
739,370000,1.348041,0.363806,-0.984234,1.999802,0.015721,1.984061,1.984101,0.000000,0.000000,0.000000,0.000000
740,370500,1.346433,0.360902,-0.985531,1.998125,0.013667,1.984472,1.984443,0.994697,50.762709,0.073565,0.071329
741,371000,1.351381,0.364358,-0.987023,1.997269,0.012589,1.984638,1.984721,0.000000,0.000000,0.000000,0.000000
742,371500,1.347474,0.356849,-0.990625,1.996739,0.010112,1.986734,1.986521,0.000000,0.000000,0.000000,0.000000
743,372000,1.349390,0.360265,-0.989125,1.996364,0.011045,1.985283,1.985356,0.000000,0.000000,0.000000,0.000000
744,372500,1.359765,0.370265,-0.989500,1.996277,0.010852,1.985231,1.985620,0.000000,0.000000,0.000000,0.000000
745,373000,1.352252,0.362893,-0.989359,1.996346,0.011037,1.985259,1.985360,0.998175,52.789117,0.015461,0.070542
746,373500,1.362509,0.372767,-0.989742,1.996242,0.010632,1.985721,1.985499,0.000000,0.000000,0.000000,0.000000
747,374000,1.363254,0.373629,-0.989625,1.996711,0.010973,1.985824,1.985651,0.000000,0.000000,0.000000,0.000000
748,374500,1.357022,0.367905,-0.989117,1.996127,0.011415,1.984650,1.984775,0.000000,0.000000,0.000000,0.000000
749,375000,1.356576,0.370279,-0.986297,1.997738,0.013220,1.984517,1.984519,0.000000,0.000000,0.000000,0.000000
750,375500,1.361161,0.375513,-0.985648,1.997895,0.013448,1.984447,1.984446,0.998193,52.689242,0.015914,0.070577
751,376000,1.356374,0.369398,-0.986977,1.997247,0.012723,1.984543,1.984506,0.000000,0.000000,0.000000,0.000000
752,376500,1.353275,0.363049,-0.990227,1.996386,0.010594,1.985620,1.985962,0.000000,0.000000,0.000000,0.000000
753,377000,1.350588,0.362580,-0.988008,1.997129,0.012055,1.985014,1.985133,0.000000,0.000000,0.000000,0.000000
754,377500,1.349393,0.364213,-0.985180,1.998322,0.013890,1.984433,1.984430,0.000000,0.000000,0.000000,0.000000
755,378000,1.346902,0.361058,-0.985844,1.997836,0.013393,1.984435,1.984451,0.998249,52.792746,0.015013,0.070668
756,378500,1.356836,0.371367,-0.985469,1.997914,0.013490,1.984425,1.984423,0.000000,0.000000,0.000000,0.000000
757,379000,1.352381,0.366678,-0.985703,1.997955,0.013487,1.984484,1.984453,0.000000,0.000000,0.000000,0.000000
758,379500,1.359813,0.372532,-0.987281,1.997018,0.012502,1.984491,1.984541,0.000000,0.000000,0.000000,0.000000
759,380000,1.346833,0.358786,-0.988047,1.996528,0.011950,1.984604,1.984552,0.000000,0.000000,0.000000,0.000000
760,380500,1.346364,0.358997,-0.987367,1.996703,0.012222,1.984496,1.984465,0.998253,52.665721,0.015006,0.070089
761,381000,1.351884,0.363938,-0.987945,1.996578,0.011989,1.984567,1.984611,0.000000,0.000000,0.000000,0.000000
762,381500,1.346357,0.358881,-0.987477,1.997021,0.012403,1.984630,1.984606,0.000000,0.000000,0.000000,0.000000
763,382000,1.356126,0.369150,-0.986977,1.997297,0.012715,1.984549,1.984616,0.000000,0.000000,0.000000,0.000000
764,382500,1.351184,0.364356,-0.986828,1.997284,0.012715,1.984551,1.984587,0.000000,0.000000,0.000000,0.000000
765,383000,1.343891,0.355399,-0.988492,1.996743,0.011667,1.985164,1.984988,0.998273,51.866085,0.014810,0.069996
766,383500,1.350443,0.361763,-0.988680,1.996221,0.011724,1.984488,1.984506,0.000000,0.000000,0.000000,0.000000
767,384000,1.355997,0.369340,-0.986656,1.997393,0.012892,1.984508,1.984494,0.000000,0.000000,0.000000,0.000000
768,384500,1.345105,0.358074,-0.987031,1.997438,0.012729,1.984781,1.984636,0.000000,0.000000,0.000000,0.000000
769,385000,1.352566,0.365151,-0.987414,1.997746,0.012321,1.985480,1.985369,0.000000,0.000000,0.000000,0.000000
770,385500,1.341394,0.356167,-0.985227,1.998325,0.013753,1.984547,1.984597,0.998244,52.837436,0.015999,0.070597
771,386000,1.362016,0.376172,-0.985844,1.997844,0.013398,1.984446,1.984446,0.000000,0.000000,0.000000,0.000000
772,386500,1.355006,0.370443,-0.984563,1.999530,0.015077,1.984452,1.984453,0.000000,0.000000,0.000000,0.000000
773,387000,1.346309,0.361278,-0.985031,1.998838,0.014378,1.984462,1.984457,0.000000,0.000000,0.000000,0.000000
774,387500,1.350789,0.364031,-0.986758,1.997396,0.012916,1.984482,1.984479,0.000000,0.000000,0.000000,0.000000
775,388000,1.353174,0.365104,-0.988070,1.996687,0.011892,1.984729,1.984861,0.998278,52.630516,0.014854,0.069989
776,388500,1.360216,0.370185,-0.990031,1.996644,0.010441,1.985985,1.986422,0.000000,0.000000,0.000000,0.000000
777,389000,1.354278,0.367349,-0.986930,1.997180,0.012666,1.984518,1.984511,0.000000,0.000000,0.000000,0.000000
778,389500,1.347933,0.361479,-0.986453,1.997243,0.012747,1.984482,1.984510,0.000000,0.000000,0.000000,0.000000
779,390000,1.346317,0.358442,-0.987875,1.996678,0.012048,1.984589,1.984671,0.000000,0.000000,0.000000,0.000000
780,390500,1.353704,0.364783,-0.988922,1.996115,0.011342,1.984881,1.984664,0.998291,52.681662,0.015233,0.070354
781,391000,1.361244,0.371377,-0.989867,1.995939,0.011039,1.984845,1.984953,0.000000,0.000000,0.000000,0.000000
782,391500,1.346847,0.357238,-0.989609,1.995982,0.010976,1.985024,1.984990,0.000000,0.000000,0.000000,0.000000
783,392000,1.341909,0.353370,-0.988539,1.996080,0.011441,1.984683,1.984594,0.000000,0.000000,0.000000,0.000000
784,392500,1.357550,0.368949,-0.988602,1.996140,0.011625,1.984502,1.984528,0.000000,0.000000,0.000000,0.000000
785,393000,1.370010,0.381877,-0.988133,1.996479,0.011883,1.984605,1.984588,0.998253,52.791863,0.015748,0.071216
786,393500,1.359150,0.369548,-0.989602,1.995940,0.011003,1.984949,1.984925,0.000000,0.000000,0.000000,0.000000
787,394000,1.350721,0.360416,-0.990305,1.996102,0.010496,1.985724,1.985488,0.000000,0.000000,0.000000,0.000000
788,394500,1.357684,0.368028,-0.989656,1.996221,0.010753,1.985408,1.985528,0.000000,0.000000,0.000000,0.000000
789,395000,1.347787,0.360904,-0.986883,1.997279,0.012768,1.984531,1.984491,0.000000,0.000000,0.000000,0.000000
790,395500,1.357040,0.369814,-0.987227,1.996992,0.012522,1.984460,1.984480,0.998211,51.436714,0.015005,0.068998
791,396000,1.347154,0.359107,-0.988047,1.996428,0.011856,1.984537,1.984606,0.000000,0.000000,0.000000,0.000000
792,396500,1.353746,0.363879,-0.989867,1.995704,0.011024,1.984736,1.984624,0.000000,0.000000,0.000000,0.000000
793,397000,1.362762,0.373481,-0.989281,1.995880,0.011125,1.984709,1.984800,0.000000,0.000000,0.000000,0.000000
794,397500,1.340817,0.351309,-0.989508,1.996317,0.011194,1.985201,1.985044,0.000000,0.000000,0.000000,0.000000
795,398000,1.354810,0.364795,-0.990016,1.995896,0.010744,1.985193,1.985111,0.998263,52.702357,0.015058,0.070358
796,398500,1.359761,0.368964,-0.990797,1.996138,0.009988,1.986124,1.986176,0.000000,0.000000,0.000000,0.000000
797,399000,1.363120,0.372190,-0.990930,1.997445,0.009742,1.987585,1.987819,0.000000,0.000000,0.000000,0.000000
798,399500,1.352302,0.361724,-0.990578,1.996425,0.010040,1.986361,1.986408,0.000000,0.000000,0.000000,0.000000
799,400000,1.353138,0.364537,-0.988602,1.996733,0.011722,1.985015,1.985006,0.000000,0.000000,0.000000,0.000000
800,400500,1.363991,0.375194,-0.988797,1.996255,0.011429,1.984786,1.984866,0.998280,52.923845,0.015089,0.070670
801,401000,1.345973,0.356872,-0.989102,1.996159,0.011135,1.985091,1.984956,0.000000,0.000000,0.000000,0.000000
802,401500,1.349632,0.363374,-0.986258,1.997970,0.013276,1.984661,1.984728,0.000000,0.000000,0.000000,0.000000
803,402000,1.348681,0.361931,-0.986750,1.997690,0.012937,1.984751,1.984753,0.000000,0.000000,0.000000,0.000000
804,402500,1.359450,0.371075,-0.988375,1.997229,0.011732,1.985433,1.985561,0.000000,0.000000,0.000000,0.000000
805,403000,1.346331,0.359791,-0.986539,1.997391,0.012916,1.984481,1.984468,0.998267,53.302545,0.015519,0.071266
806,403500,1.357010,0.370541,-0.986469,1.997436,0.012977,1.984454,1.984462,0.000000,0.000000,0.000000,0.000000
807,404000,1.349504,0.364480,-0.985023,1.999052,0.014595,1.984457,1.984456,0.000000,0.000000,0.000000,0.000000
808,404500,1.346475,0.361991,-0.984484,1.999720,0.015294,1.984427,1.984424,0.000000,0.000000,0.000000,0.000000
809,405000,1.347462,0.363149,-0.984313,2.000231,0.015802,1.984433,1.984426,0.000000,0.000000,0.000000,0.000000
810,405500,1.335463,0.350487,-0.984977,1.998845,0.014396,1.984449,1.984449,0.998266,53.017541,0.016711,0.070661
811,406000,1.355385,0.370135,-0.985250,1.998384,0.013934,1.984451,1.984448,0.000000,0.000000,0.000000,0.000000
812,406500,1.353864,0.367567,-0.986297,1.997623,0.013109,1.984548,1.984480,0.000000,0.000000,0.000000,0.000000
813,407000,1.351923,0.366485,-0.985437,1.998547,0.014023,1.984511,1.984537,0.000000,0.000000,0.000000,0.000000
814,407500,1.343787,0.359506,-0.984281,1.999885,0.015428,1.984446,1.984467,0.000000,0.000000,0.000000,0.000000
815,408000,1.348996,0.363878,-0.985117,1.998840,0.014372,1.984469,1.984468,0.998267,52.536647,0.014523,0.070360
816,408500,1.341733,0.356444,-0.985289,1.998537,0.014077,1.984448,1.984472,0.000000,0.000000,0.000000,0.000000
817,409000,1.341048,0.355743,-0.985305,1.998480,0.013997,1.984501,1.984465,0.000000,0.000000,0.000000,0.000000
818,409500,1.349336,0.364000,-0.985336,1.998171,0.013705,1.984441,1.984492,0.000000,0.000000,0.000000,0.000000
819,410000,1.339822,0.354298,-0.985523,1.998331,0.013880,1.984451,1.984452,0.000000,0.000000,0.000000,0.000000
820,410500,1.351597,0.365034,-0.986563,1.997212,0.012719,1.984508,1.984478,0.998254,52.940263,0.015713,0.070514
821,411000,1.350775,0.364033,-0.986742,1.997370,0.012747,1.984575,1.984671,0.000000,0.000000,0.000000,0.000000
822,411500,1.351342,0.364233,-0.987109,1.997152,0.012635,1.984479,1.984556,0.000000,0.000000,0.000000,0.000000
823,412000,1.347943,0.360724,-0.987219,1.996892,0.012409,1.984491,1.984476,0.000000,0.000000,0.000000,0.000000
824,412500,1.342847,0.355261,-0.987586,1.996580,0.012011,1.984550,1.984587,0.000000,0.000000,0.000000,0.000000
825,413000,1.342421,0.356476,-0.985945,1.997963,0.013355,1.984614,1.984601,0.998272,52.554735,0.014850,0.070025
826,413500,1.348117,0.362344,-0.985773,1.998068,0.013623,1.984447,1.984443,0.000000,0.000000,0.000000,0.000000
827,414000,1.356985,0.370173,-0.986812,1.997104,0.012609,1.984480,1.984508,0.000000,0.000000,0.000000,0.000000
828,414500,1.352887,0.367199,-0.985688,1.997994,0.013535,1.984450,1.984467,0.000000,0.000000,0.000000,0.000000
829,415000,1.343781,0.357813,-0.985969,1.997500,0.013067,1.984444,1.984421,0.000000,0.000000,0.000000,0.000000
830,415500,1.356375,0.369742,-0.986633,1.997070,0.012617,1.984454,1.984451,0.998253,53.169017,0.015428,0.070946
831,416000,1.352564,0.365501,-0.987062,1.997210,0.012701,1.984496,1.984522,0.000000,0.000000,0.000000,0.000000
832,416500,1.354847,0.365496,-0.989352,1.996415,0.011137,1.985311,1.985245,0.000000,0.000000,0.000000,0.000000
833,417000,1.352801,0.364426,-0.988375,1.996485,0.011580,1.984954,1.984855,0.000000,0.000000,0.000000,0.000000
834,417500,1.347718,0.358726,-0.988992,1.996347,0.011303,1.985094,1.984994,0.000000,0.000000,0.000000,0.000000
835,418000,1.358583,0.369333,-0.989250,1.996274,0.011154,1.985255,1.984984,0.998272,52.620607,0.015509,0.070497
836,418500,1.351027,0.360995,-0.990031,1.996068,0.010737,1.985408,1.985254,0.000000,0.000000,0.000000,0.000000
837,419000,1.346514,0.359350,-0.987164,1.996962,0.012423,1.984553,1.984523,0.000000,0.000000,0.000000,0.000000
838,419500,1.349982,0.362599,-0.987383,1.997068,0.012539,1.984511,1.984546,0.000000,0.000000,0.000000,0.000000
839,420000,1.343043,0.354746,-0.988297,1.996586,0.011992,1.984608,1.984579,0.000000,0.000000,0.000000,0.000000
840,420500,1.352913,0.364952,-0.987961,1.996558,0.011969,1.984563,1.984615,0.998259,52.367399,0.015456,0.069931
841,421000,1.351326,0.364193,-0.987133,1.996986,0.012400,1.984624,1.984549,0.000000,0.000000,0.000000,0.000000
842,421500,1.349089,0.361433,-0.987656,1.996616,0.012036,1.984629,1.984532,0.000000,0.000000,0.000000,0.000000
843,422000,1.343024,0.352907,-0.990117,1.996436,0.010643,1.985796,1.985789,0.000000,0.000000,0.000000,0.000000
844,422500,1.333986,0.344892,-0.989094,1.996567,0.011296,1.985324,1.985218,0.000000,0.000000,0.000000,0.000000
845,423000,1.338631,0.349904,-0.988727,1.996169,0.011643,1.984496,1.984555,0.998261,52.931248,0.015773,0.070592
846,423500,1.354412,0.363647,-0.990766,1.996514,0.010107,1.986469,1.986344,0.000000,0.000000,0.000000,0.000000
847,424000,1.361566,0.370832,-0.990734,1.996439,0.009905,1.986587,1.986481,0.000000,0.000000,0.000000,0.000000
848,424500,1.354182,0.365604,-0.988578,1.996646,0.011721,1.985003,1.984845,0.000000,0.000000,0.000000,0.000000
849,425000,1.351727,0.362891,-0.988836,1.996215,0.011538,1.984702,1.984653,0.000000,0.000000,0.000000,0.000000
851,426000,1.349643,0.360393,-0.989250,1.995957,0.011269,1.984680,1.984695,0.000000,0.000000,0.000000,0.000000
852,426500,1.355099,0.364990,-0.990109,1.995727,0.010689,1.985137,1.984939,0.000000,0.000000,0.000000,0.000000
853,427000,1.354636,0.364300,-0.990336,1.995746,0.010510,1.985318,1.985154,0.000000,0.000000,0.000000,0.000000
854,427500,1.350434,0.360543,-0.989891,1.996343,0.010552,1.985814,1.985767,0.000000,0.000000,0.000000,0.000000
855,428000,1.349828,0.361461,-0.988367,1.997001,0.011653,1.985350,1.985346,0.998263,52.627860,0.015858,0.070148
856,428500,1.343921,0.358695,-0.985227,1.997918,0.013507,1.984412,1.984409,0.000000,0.000000,0.000000,0.000000
857,429000,1.344405,0.359390,-0.985016,1.998822,0.014349,1.984472,1.984475,0.000000,0.000000,0.000000,0.000000
858,429500,1.347195,0.361851,-0.985344,1.998311,0.013855,1.984456,1.984455,0.000000,0.000000,0.000000,0.000000
859,430000,1.339749,0.353757,-0.985992,1.997787,0.013326,1.984487,1.984435,0.000000,0.000000,0.000000,0.000000
860,430500,1.350072,0.364072,-0.986000,1.997707,0.013195,1.984503,1.984522,0.998244,52.990166,0.015811,0.070951
861,431000,1.340999,0.353718,-0.987281,1.996897,0.012384,1.984497,1.984530,0.000000,0.000000,0.000000,0.000000
862,431500,1.347340,0.359903,-0.987437,1.997098,0.012408,1.984666,1.984715,0.000000,0.000000,0.000000,0.000000
863,432000,1.338824,0.354347,-0.984477,1.999559,0.015094,1.984476,1.984454,0.000000,0.000000,0.000000,0.000000
864,432500,1.335284,0.350698,-0.984586,1.999093,0.014647,1.984440,1.984453,0.000000,0.000000,0.000000,0.000000
865,433000,1.349774,0.365313,-0.984461,1.999466,0.015023,1.984443,1.984443,0.998254,52.361592,0.015582,0.070330
866,433500,1.344854,0.360581,-0.984273,2.000247,0.015814,1.984425,1.984442,0.000000,0.000000,0.000000,0.000000
867,434000,1.335875,0.351453,-0.984422,2.000113,0.015661,1.984452,1.984451,0.000000,0.000000,0.000000,0.000000
868,434500,1.345697,0.360901,-0.984797,1.998937,0.014494,1.984441,1.984446,0.000000,0.000000,0.000000,0.000000
869,435000,1.342581,0.357159,-0.985422,1.998136,0.013704,1.984431,1.984433,0.000000,0.000000,0.000000,0.000000
870,435500,1.349058,0.364050,-0.985008,1.998251,0.013820,1.984432,1.984430,0.998243,53.369924,0.015809,0.070982
871,436000,1.367204,0.382344,-0.984859,1.998596,0.014157,1.984441,1.984438,0.000000,0.000000,0.000000,0.000000
872,436500,1.346071,0.361422,-0.984648,1.999126,0.014681,1.984446,1.984443,0.000000,0.000000,0.000000,0.000000
873,437000,1.335501,0.350994,-0.984508,1.999884,0.015440,1.984442,1.984447,0.000000,0.000000,0.000000,0.000000
874,437500,1.341738,0.356449,-0.985289,1.998935,0.014467,1.984475,1.984460,0.000000,0.000000,0.000000,0.000000
875,438000,1.356379,0.369348,-0.987031,1.997042,0.012508,1.984519,1.984550,0.998279,53.311139,0.015319,0.071050
876,438500,1.360757,0.373202,-0.987555,1.996885,0.012234,1.984581,1.984722,0.000000,0.000000,0.000000,0.000000
877,439000,1.373569,0.387757,-0.985812,1.998025,0.013552,1.984475,1.984472,0.000000,0.000000,0.000000,0.000000
878,439500,1.360966,0.374154,-0.986812,1.997158,0.012705,1.984449,1.984457,0.000000,0.000000,0.000000,0.000000
879,440000,1.342044,0.353981,-0.988062,1.996771,0.011791,1.985033,1.984927,0.000000,0.000000,0.000000,0.000000
880,440500,1.342526,0.352510,-0.990016,1.996583,0.010526,1.986031,1.986082,0.998258,53.239222,0.014887,0.070878
881,441000,1.337216,0.348388,-0.988828,1.996607,0.011316,1.985184,1.985398,0.000000,0.000000,0.000000,0.000000
882,441500,1.351267,0.363978,-0.987289,1.996869,0.012288,1.984553,1.984609,0.000000,0.000000,0.000000,0.000000
883,442000,1.345176,0.358535,-0.986641,1.997296,0.012781,1.984537,1.984492,0.000000,0.000000,0.000000,0.000000
884,442500,1.347896,0.361302,-0.986594,1.997182,0.012677,1.984565,1.984445,0.000000,0.000000,0.000000,0.000000
885,443000,1.356301,0.369629,-0.986672,1.997371,0.012846,1.984522,1.984528,0.998252,53.351595,0.016177,0.071423
886,443500,1.354012,0.366184,-0.987828,1.996784,0.012208,1.984569,1.984583,0.000000,0.000000,0.000000,0.000000
887,444000,1.338651,0.351307,-0.987344,1.996824,0.012272,1.984569,1.984534,0.000000,0.000000,0.000000,0.000000
888,444500,1.341287,0.353295,-0.987992,1.996754,0.011896,1.984915,1.984800,0.000000,0.000000,0.000000,0.000000
889,445000,1.355148,0.366594,-0.988555,1.996562,0.011245,1.985316,1.985317,0.000000,0.000000,0.000000,0.000000
890,445500,1.352063,0.364751,-0.987313,1.997488,0.012511,1.984978,1.984975,0.998227,52.543934,0.015543,0.070643
891,446000,1.345971,0.360353,-0.985617,1.998203,0.013699,1.984495,1.984513,0.000000,0.000000,0.000000,0.000000
892,446500,1.341856,0.357301,-0.984555,1.999181,0.014960,1.984315,1.984127,0.000000,0.000000,0.000000,0.000000
893,447000,1.333740,0.349638,-0.984102,2.000168,0.015747,1.984432,1.984411,0.000000,0.000000,0.000000,0.000000
894,447500,1.339925,0.354996,-0.984930,1.999213,0.014665,1.984562,1.984532,0.000000,0.000000,0.000000,0.000000
895,448000,1.351588,0.366658,-0.984930,1.999173,0.014584,1.984546,1.984631,0.998244,52.903440,0.016176,0.071021
896,448500,1.338726,0.353398,-0.985328,1.998826,0.014129,1.984726,1.984667,0.000000,0.000000,0.000000,0.000000
